video 1/1 (226/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.2ms
video 1/1 (227/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.5ms
video 1/1 (228/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.2ms
video 1/1 (229/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.9ms
video 1/1 (230/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.0ms
video 1/1 (231/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.1ms
video 1/1 (232/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.6ms
video 1/1 (233/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.6ms
video 1/1 (234/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.4ms
video 1/1 (235/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.6ms
video 1/1 (236/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.3ms
video 1/1 (237/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.9ms
video 1/1 (238/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.4ms
video 1/1 (239/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.4ms
video 1/1 (240/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.5ms
video 1/1 (241/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.1ms
video 1/1 (242/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.3ms
video 1/1 (243/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.1ms
video 1/1 (244/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.1ms
video 1/1 (245/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.6ms
video 1/1 (246/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 19.9ms
video 1/1 (247/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.1ms
video 1/1 (248/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.1ms
video 1/1 (249/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 19.8ms
video 1/1 (250/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 19.8ms
video 1/1 (251/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.0ms
video 1/1 (252/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.6ms
video 1/1 (253/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.6ms
video 1/1 (254/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 19.9ms
video 1/1 (255/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.2ms
video 1/1 (256/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.6ms
video 1/1 (257/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.2ms
video 1/1 (258/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.4ms
video 1/1 (259/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.5ms
video 1/1 (260/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.2ms
video 1/1 (261/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.4ms
video 1/1 (262/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.8ms
video 1/1 (263/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.5ms
video 1/1 (264/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 19.8ms
video 1/1 (265/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.3ms
video 1/1 (266/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.1ms
video 1/1 (267/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.0ms
video 1/1 (268/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 19.7ms
video 1/1 (269/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.1ms
video 1/1 (270/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.8ms
video 1/1 (271/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.4ms
video 1/1 (272/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 19.8ms
video 1/1 (273/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.3ms
video 1/1 (274/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.4ms
video 1/1 (275/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.4ms
video 1/1 (276/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.4ms
video 1/1 (277/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.3ms
video 1/1 (278/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.1ms
video 1/1 (279/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.0ms
video 1/1 (280/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 19.9ms
video 1/1 (281/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.9ms
video 1/1 (282/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.7ms
video 1/1 (283/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 19.9ms
video 1/1 (284/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.9ms
video 1/1 (285/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.6ms
video 1/1 (286/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 19.9ms
video 1/1 (287/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.5ms
video 1/1 (288/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.0ms
video 1/1 (289/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 19.9ms
video 1/1 (290/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.5ms
video 1/1 (291/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.6ms
video 1/1 (292/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.0ms
video 1/1 (293/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.9ms
video 1/1 (294/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.6ms
video 1/1 (295/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.0ms
video 1/1 (296/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.4ms
video 1/1 (297/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.4ms
video 1/1 (298/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 19.9ms
video 1/1 (299/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.2ms
video 1/1 (300/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.5ms
video 1/1 (301/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.0ms
video 1/1 (302/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.5ms
video 1/1 (303/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.2ms
video 1/1 (304/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.4ms
video 1/1 (305/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.6ms
video 1/1 (306/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 19.8ms
video 1/1 (307/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.2ms
video 1/1 (308/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.7ms
video 1/1 (309/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.4ms
video 1/1 (310/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.6ms
video 1/1 (311/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.2ms
video 1/1 (312/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.3ms
video 1/1 (313/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.4ms
video 1/1 (314/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.1ms
video 1/1 (315/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.0ms
video 1/1 (316/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.6ms
video 1/1 (317/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 19.8ms
video 1/1 (318/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.7ms
video 1/1 (319/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.6ms
video 1/1 (320/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.3ms
video 1/1 (321/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.3ms
video 1/1 (322/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.5ms
video 1/1 (323/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.1ms
video 1/1 (324/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.5ms
video 1/1 (325/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.2ms
video 1/1 (326/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.5ms
video 1/1 (327/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.1ms
video 1/1 (328/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 19.8ms
video 1/1 (329/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 19.7ms
video 1/1 (330/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.3ms
video 1/1 (331/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.9ms
video 1/1 (332/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.3ms
video 1/1 (333/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 19.7ms
video 1/1 (334/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.0ms
video 1/1 (335/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.3ms
video 1/1 (336/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.3ms
video 1/1 (337/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.3ms
video 1/1 (338/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.3ms
video 1/1 (339/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.1ms
video 1/1 (340/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.4ms
video 1/1 (341/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.5ms
video 1/1 (342/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.2ms
video 1/1 (343/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.1ms
video 1/1 (344/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.8ms
video 1/1 (345/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.5ms
video 1/1 (346/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.2ms
video 1/1 (347/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.2ms
video 1/1 (348/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.3ms
video 1/1 (349/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.5ms
video 1/1 (350/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.3ms
video 1/1 (351/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.5ms
video 1/1 (352/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.1ms
video 1/1 (353/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.3ms
video 1/1 (354/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.6ms
video 1/1 (355/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.1ms
video 1/1 (356/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.6ms
video 1/1 (357/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.4ms
video 1/1 (358/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.2ms
video 1/1 (359/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.1ms
video 1/1 (360/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.8ms
video 1/1 (361/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.8ms
video 1/1 (362/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 19.9ms
video 1/1 (363/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.1ms
video 1/1 (364/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.3ms
video 1/1 (365/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 19.8ms
video 1/1 (366/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 19.9ms
video 1/1 (367/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.5ms
video 1/1 (368/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.6ms
video 1/1 (369/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 19.9ms
video 1/1 (370/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.0ms
video 1/1 (371/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.8ms
video 1/1 (372/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.7ms
video 1/1 (373/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.3ms
video 1/1 (374/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.0ms
video 1/1 (375/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 22.0ms
video 1/1 (376/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.6ms
video 1/1 (377/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.3ms
video 1/1 (378/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.1ms
video 1/1 (379/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.2ms
video 1/1 (380/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.0ms
video 1/1 (381/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.6ms
video 1/1 (382/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.4ms
video 1/1 (383/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.2ms
video 1/1 (384/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.3ms
video 1/1 (385/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.2ms
video 1/1 (386/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.7ms
video 1/1 (387/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.6ms
video 1/1 (388/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.0ms
video 1/1 (389/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.9ms
video 1/1 (390/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.5ms
video 1/1 (391/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.1ms
video 1/1 (392/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.6ms
video 1/1 (393/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.2ms
video 1/1 (394/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.3ms
video 1/1 (395/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.7ms
video 1/1 (396/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.3ms
video 1/1 (397/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.4ms
video 1/1 (398/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.0ms
video 1/1 (399/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.5ms
video 1/1 (400/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.5ms
video 1/1 (401/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.1ms
video 1/1 (402/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.3ms
video 1/1 (403/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.9ms
video 1/1 (404/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.0ms
video 1/1 (405/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.7ms
video 1/1 (406/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.2ms
video 1/1 (407/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 19.8ms
video 1/1 (408/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.3ms
video 1/1 (409/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.6ms
video 1/1 (410/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.2ms
video 1/1 (411/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.1ms
video 1/1 (412/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.4ms
video 1/1 (413/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.5ms
video 1/1 (414/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.0ms
video 1/1 (415/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.4ms
video 1/1 (416/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.6ms
video 1/1 (417/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 19.8ms
video 1/1 (418/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.6ms
video 1/1 (419/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.0ms
video 1/1 (420/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.2ms
video 1/1 (421/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 19.8ms
video 1/1 (422/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.1ms
video 1/1 (423/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.5ms
video 1/1 (424/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.2ms
video 1/1 (425/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 19.8ms
video 1/1 (426/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.1ms
video 1/1 (427/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.3ms
video 1/1 (428/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 19.8ms
video 1/1 (429/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.0ms
video 1/1 (430/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.5ms
video 1/1 (431/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.0ms
video 1/1 (432/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.2ms
video 1/1 (433/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 19.9ms
video 1/1 (434/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.8ms
video 1/1 (435/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.4ms
video 1/1 (436/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.3ms
video 1/1 (437/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.6ms
video 1/1 (438/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.3ms
video 1/1 (439/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.2ms
video 1/1 (440/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.3ms
video 1/1 (441/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.5ms
video 1/1 (442/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.8ms
video 1/1 (443/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.4ms
video 1/1 (444/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.4ms
video 1/1 (445/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.8ms
video 1/1 (446/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.4ms
video 1/1 (447/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.2ms
video 1/1 (448/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.8ms
video 1/1 (449/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 20.3ms
video 1/1 (450/925) /home/ubuntu/OD/LISA/05-06-2023_17h29m08s.mp4: 480x640 (no detections), 21.6ms
